Concept,Prerequisite,label_prereq
Refractive index,Electromagnetic radiation,0
Ohm,Metre,0
Electric potential energy,Voltage,0
Distance,Le Sage's theory of gravitation,0
Dielectric,Specular reflection,0
Magnetic field,Mechanical energy,0
Torque,Power (physics),0
Interference (wave propagation),Kilogram,0
Wave,Rarefaction,0
Amplitude,Electric field,0
Angle of incidence,Specular reflection,0
Position (vector),Displacement (vector),0
Position (vector),Distance,0
Hooke's law,Creep (deformation),0
Absorption spectroscopy,Length,0
Kinetic energy,Inelastic collision,0
Velocity,Gravitational acceleration,0
Inertial frame of reference,Elastic collision,0
Physics,Frame of reference,0
Magnet,Field line,0
Hooke's law,Amplitude,0
Coulomb's law,Electric potential,0
Physics,Elasticity (physics),0
Ohm's law,Series and parallel circuits,0
Mass,Mechanical energy,0
Field line,Mass,0
Telescope,Electromagnetic spectrum,0
Refractive index,Optical microscope,0
Mass,Free fall,0
Electric current,Electromagnetic spectrum,0
Collision,Inelastic collision,0
Motion (physics),Relative velocity,0
Electromagnetic radiation,Voltage,0
Wave,Wavelength,0
Magnet,Magnetism,0
Acceleration,Potential energy,0
Electrical resistance and conductance,Temperature,0
Light,Electromagnetic spectrum,0
Shock wave,Temperature,0
Physics,Potential energy,0
Refractive index,Transverse wave,0
Refractive index,Real image,0
Field (physics),Gravitational field,0
Wave,Gravitational field,0
Speed,Energy,0
Electric field,Electromagnetic radiation,0
Sonic boom,Shock wave,0
Physics,Photoelectric effect,0
Energy,Distance,0
Energy,Refraction,0
Refractive index,Dispersion (optics),0
Non-inertial reference frame,Force,0
Euclidean vector,Scalar (mathematics),0
Coulomb's law,Electromagnetic radiation,0
Electric field,Distance,0
Speed,Temperature,0
Distance,Potential energy,0
Speed,Relative velocity,0
Electromagnetic radiation,Energy level,0
Le Sage's theory of gravitation,Planet,0
Lever,Work (physics),0
Amplitude,Geometrical optics,0
Field line,Gravitational field,0
Magnetism,Voltage,0
Photoelectric effect,Electromagnetic spectrum,0
Light,Total internal reflection,0
Electromagnetic radiation,Frequency,0
Electrostatics,Coulomb,0
Wavelength,Standing wave,0
Force,Coulomb,0
Wave,Specular reflection,0
Speed,Doppler effect,0
Physics,Electrostatics,0
Physics,Magnetism,0
Wavelength,Emission spectrum,0
Magnetic field,Equations of motion,0
Frequency,Emission spectrum,0
Le Sage's theory of gravitation,Temperature,0
Laser,Physics,0
Physics,Normal force,0
Direction (geometry),Euclidean vector,0
Motion (physics),Electric potential,0
Work (physics),Kilogram,0
Collision,Elastic collision,0
Potential energy,Kinetic energy,0
Physics,Newton's laws of motion,0
Capacitance,Force,0
Speed,Mechanical energy,0
Scattering,Energy,0
Field line,Velocity,0
Physics,Strength of materials,0
Interference (wave propagation),Length,0
Fatigue (material),Strength of materials,0
Lever,Distance,0
Voltage,Electron,0
Distance,Work (physics),0
Refraction,Refractive index,0
Wavelength,Amplitude,0
Elasticity (physics),Fatigue (material),0
Coulomb's law,Force,0
Potential energy,Elastic collision,0
Joule,Voltage,0
Electric potential,Mass,0
Pigment,Subtractive color,0
Collision,Distance,0
Wave,Speed,0
Electric potential,Electron,0
Mass,Planet,0
Refractive index,Length,0
Dielectric,Dispersion (optics),0
Diffraction,Electron,0
Field line,Capacitance,0
Displacement (vector),Electric potential energy,0
Geometrical optics,Diffraction,0
Mass,Coulomb,0
Gravity,Normal force,0
Newton's laws of motion,Kilogram,0
Physics,Inelastic collision,0
Physics,Gravitational constant,0
Plasticity (physics),Fatigue (material),0
Friction,Mechanical energy,0
Motion (physics),Gravity,0
Refractive index,Total internal reflection,0
Voltage,Potential energy,0
Wave,Equations of motion,0
Huygens–Fresnel principle,Frequency,0
Newton's law of universal gravitation,Mass,0
Snell's law,Length,0
Electric field,Potential energy,0
Electron,Energy,0
Acceleration,Kilogram,0
Motion (physics),Field (physics),0
Acceleration,Gravitational acceleration,0
Plane mirror,Ray (optics),0
Hardness,Stiffness,0
Non-inertial reference frame,Inertial frame of reference,0
Light,Metre,0
Force,Equations of motion,0
Hertz,Wavelength,0
Huygens–Fresnel principle,Wavelength,0
Electron,Magnet,0
Energy,Hooke's law,0
Friction,Free body diagram,0
Emission spectrum,Mass,0
Dispersion (optics),Velocity,0
Hooke's law,Energy,0
Angle of incidence,Plane mirror,0
Amplitude,Electric current,0
Euclidean vector,Equations of motion,0
Physics,Tension (physics),0
Gravity of Earth,Non-inertial reference frame,0
Force,Electric potential,0
Motion (physics),Refractive index,0
Elastic collision,Potential energy,0
Voltage,Electrostatics,0
Magnetic field,Electrostatics,0
Electron,Electrical resistance and conductance,0
Displacement (vector),Mechanical energy,0
Energy,Electric field,0
Wave,Scattering,0
Magnetic field,Emission spectrum,0
Speed,Gravitational field,0
Normal force,Friction,0
Physics,Sonic boom,0
Electric field,Electroscope,0
Dielectric,Torque,0
Friction,Lever,0
Refraction,Diffraction,0
Physics,Dispersion (optics),0
Equations of motion,Gravity,0
Plane mirror,Mirror image,0
Scalar multiplication,Position (vector),0
Energy,Length,0
Potential energy,Length,0
Euclidean vector,Velocity,0
Hertz,Electromagnetic radiation,0
Motion (physics),Motion graphs and derivatives,0
Electron,Electrical polarity,0
Position (vector),Work (physics),0
Electromagnetic radiation,Absorption spectroscopy,0
Motion (physics),Potential energy,0
Interference (wave propagation),Optical microscope,0
Light,Geometrical optics,0
Speed,Inertial frame of reference,0
Curved mirror,Laser,0
Emission spectrum,Absorption spectroscopy,0
Distance,Projectile motion,0
Photoelectric effect,Length,0
Photoelectric effect,Frequency,0
Transverse wave,Equations of motion,0
Acceleration,Friction,0
Light,Specular reflection,0
Distance,Shock wave,0
Length,Hooke's law,0
Electron,Optical microscope,0
Wave,Potential energy,0
Physics,Standing wave,0
Power (physics),Length,0
Speed,Displacement (vector),0
Laser,Dispersion (optics),0
Angle of incidence,Refractive index,0
Coulomb's law,Electromotive force,0
Gravitational field,Normal force,0
Coulomb's law,Field (physics),0
Light,Ray (optics),0
Contact force,Normal force,0
Hooke's law,Electric field,0
Distance,Gravitational acceleration,0
Voltage,Free fall,0
Wave,Field (physics),0
Refraction,Velocity,0
Refracting telescope,Gravity,0
Lever,Velocity,0
Coulomb,Electromotive force,0
Magnet,Wave,0
Interference (wave propagation),Distance,0
Magnetic field,Tangential and normal components,0
Wave,Electric field,0
Gravitational field,Gravity of Earth,0
Joule,Mass,0
Acceleration,Length,0
Field (physics),Electromagnetic radiation,0
Acceleration,Gravity of Earth,0
Electron,Mass,0
Dielectric,Distance,0
Electron,Telescope,0
Voltmeter,Electroscope,0
Euclidean vector,Mechanical energy,0
Electron,Coulomb,0
Hardness,Crystallinity,0
Electron,Electric current,0
Euclidean vector,Physics,0
Euclidean vector,Potential energy,0
Gravity of Earth,Metre,0
Field line,Force,0
Energy level,Diffraction,0
Electrical resistance and conductance,Ohmmeter,0
Speed,Gravitational acceleration,0
Physics,Specular reflection,0
Work (physics),Metre,0
Electrical conductor,Electric field,0
Voltage,Electromagnetic spectrum,0
Voltmeter,Amplitude,0
Snell's law,Refracting telescope,0
Distance,Contact force,0
Speed,Transverse wave,0
Tension (physics),Contact force,0
Euclidean vector,Displacement (vector),0
Electric current,Power (physics),0
Scattering,Laser,0
Magnet,Mechanical energy,0
Magnification,Optical microscope,0
Wave,Standing wave,0
Electron,Physics,0
Geometrical optics,Wavelength,0
Intensity (physics),Electric field,0
Velocity,Relative velocity,0
Plane mirror,Geometrical optics,0
Newton's law of universal gravitation,Planet,0
Magnetism,Temperature,0
Physics,Force,0
Crest (physics),Amplitude,0
Electric current,Emission spectrum,0
Energy,Work (physics),0
Force,Gravitational acceleration,0
Field (physics),Electric potential,0
Force,Acceleration,0
Mass,Gravity,0
Distance,Wavelength,0
Refracting telescope,Wavelength,0
Telescope,Refracting telescope,0
Euclidean vector,Electric potential,0
Energy,Kilogram,0
Photoelectric effect,Force,0
Field (physics),Electromagnetic spectrum,0
Ohm,Power (physics),0
Friction,Collision,0
Work (physics),Electric potential energy,0
Sonic boom,Temperature,0
Magnetic field,Refractive index,0
Field (physics),Velocity,0
Gravitational acceleration,Gravitational field,0
Euclidean vector,Electric potential energy,0
Magnet,Compass,0
Energy,Reflection (physics),0
Motion (physics),Work (physics),0
Velocity,Force,0
Force,Electromagnetic spectrum,0
Acceleration,Sonic boom,0
Photoelectric effect,Laser,0
Electrical resistance and conductance,Series and parallel circuits,0
Force,Free fall,0
Hooke's law,Metre,0
Interference (wave propagation),Refractive index,0
Work (physics),Electric potential,0
Motion (physics),Displacement (vector),0
Magnetic field,Electromagnetic radiation,0
Friction,Euclidean vector,0
Electron,Temperature,0
Refraction,Transmission medium,0
Displacement (vector),Relative velocity,0
Mass,Force,0
Hertz,Musical tone,0
Refraction,Wavelength,0
Electron,Laser,0
Energy,Electromagnetic spectrum,0
Newton's law of universal gravitation,Field (physics),0
Force,Friction,0
Electric field,Electrostatics,0
Torque,Metre,0
Crest (physics),Geometrical optics,0
Power (physics),Sound intensity,0
Ammeter,Metre,0
Energy level,Frequency,0
Mass,Torque,0
Sonic boom,Distance,0
Energy,Wave,0
Physics,Mass,0
Force,Electromotive force,0
Electric field,Electromotive force,0
Force,Wave,0
Force,Gravitational field,0
Interference (wave propagation),Telescope,0
Acceleration,Frame of reference,0
Laser,Optical microscope,0
Field (physics),Electric potential energy,0
Energy,Velocity,0
Speed,Le Sage's theory of gravitation,0
Frame of reference,Force,0
Force,Intensity (physics),0
Specular reflection,Plane mirror,0
Shock wave,Refraction,0
Rarefaction,Transmission medium,0
Force,Electric potential energy,0
Geometrical optics,Total internal reflection,0
Pigment,Light,0
Force,Work (physics),0
Motion (physics),Non-inertial reference frame,0
Ray (optics),Virtual image,0
Color,Pigment,0
Sonic boom,Length,0
Amplitude,Dispersion (optics),0
Electromagnetic radiation,Refraction,0
Light,Emission spectrum,0
Magnetic field,Electromotive force,0
Physics,Gravity of Earth,0
Position (vector),Mechanical energy,0
Acceleration,Electron,0
Distance,Electrostatics,0
Motion (physics),Gravitational acceleration,0
Mass,Normal force,0
Electromotive force,Ohm's law,0
Voltmeter,Electric potential,0
Electric potential energy,Joule,0
Dispersion (optics),Wavelength,0
Fracture,Light,0
Transverse wave,Ray (optics),0
Magnetic field,Field line,0
Newton's laws of motion,Equations of motion,0
Motion (physics),Free fall,0
Motion (physics),Frame of reference,0
Force,Electromagnetic radiation,0
Intensity (physics),Photoelectric effect,0
Frequency,Electromagnetic spectrum,0
Joule,Kinetic energy,0
Electrical resistance and conductance,Force,0
Newton's laws of motion,Inertial frame of reference,0
Euclidean vector,Normal force,0
Displacement (vector),Gravitational acceleration,0
Friction,Gravity,0
Electron,Coulomb's law,0
Reflection (physics),Mirror image,0
Interference (wave propagation),Electromagnetic radiation,0
Frame of reference,Mass,0
Energy level,Electron,0
Motion (physics),Le Sage's theory of gravitation,0
Laser,Diffraction,0
Refractive index,Force,0
Speed,Newton's law of universal gravitation,0
Displacement (vector),Stiffness,0
Electric field,Equations of motion,0
Inelastic collision,Friction,0
Velocity,Projectile motion,0
Reflection (physics),Diffraction,0
Temperature,Field (physics),0
Energy,Le Sage's theory of gravitation,0
Magnet,Electromagnetic radiation,0
Potential energy,Mechanical energy,0
Position (vector),Projectile motion,0
Friction,Speed,0
Magnetic field,Transverse wave,0
Emission spectrum,Temperature,0
Insulator (electricity),Electrical resistance and conductance,0
Mass,Potential energy,0
Hooke's law,Scalar (mathematics),0
Frame of reference,Non-inertial reference frame,0
Elasticity (physics),Stiffness,0
Electron,Wave,0
Hardness,Energy,0
Displacement (vector),Gravity of Earth,0
Shock wave,Mass,0
Magnification,Reflection (physics),0
Mechanical energy,Collision,0
Acceleration,Inertial frame of reference,0
Position (vector),Gravity of Earth,0
Electron,Hertz,0
Energy,Kinetic energy,0
Magnet,Kilogram,0
Amplitude,Interference (wave propagation),0
Distance,Snell's law,0
Amplitude,Snell's law,0
Speed,Normal force,0
Electron,Angle of incidence,0
Sonic boom,Doppler effect,0
Temperature,Kinetic energy,0
Electron,Insulator (electricity),0
Newton's law of universal gravitation,Gravitational acceleration,0
Interference (wave propagation),Velocity,0
Frequency,Wave,0
Joule,Capacitance,0
Electric potential energy,Electron,0
Magnetism,Compass,0
Gravity,Free fall,0
Angle of incidence,Snell's law,0
Refractive index,Electromagnetic spectrum,0
Euclidean vector,Distance,0
Distance,Inertial frame of reference,0
Wave,Refractive index,0
Physics,Gravitational field,0
Real image,Virtual image,0
Virtual image,Length,0
Refraction,Temperature,0
Force,Magnetic field,0
Intensity (physics),Distance,0
Amplitude,Wave,0
Position (vector),Equations of motion,0
Physics,Hooke's law,0
Laser,Wavelength,0
Physics,Deformation (engineering),0
Acceleration,Hooke's law,0
Wavelength,Refractive index,0
Field (physics),Distance,0
Light,Snell's law,0
Electromagnetic radiation,Emission spectrum,0
Friction,Length,0
Elastic collision,Inertial frame of reference,0
Joule,Force,0
Velocity,Free fall,0
Snell's law,Dispersion (optics),0
Distance,Newton's law of universal gravitation,0
Telescope,Wavelength,0
Kinetic energy,Collision,0
Physics,Gravity,0
Electric current,Equations of motion,0
Amplitude,Equations of motion,0
Refraction,Total internal reflection,0
Distance,Velocity,0
Displacement (vector),Length,0
Photoelectric effect,Wave,0
Distance,Gravitational field,0
Electric current,Electromotive force,0
Mass,Kinetic energy,0
Ohm's law,Electrical resistance and conductance,0
Hertz,Electromagnetic spectrum,0
Mass,Gravitational field,0
Electric field,Euclidean vector,0
Magnetic field,Euclidean vector,0
Energy,Shock wave,0
Real image,Ray (optics),0
Newton's law of universal gravitation,Telescope,0
Distance,Relative velocity,0
Gravitational field,Kilogram,0
Displacement (vector),Electric potential,0
Standing wave,Energy level,0
Joule,Metre,0
Magnet,Energy,0
Insulator (electricity),Velocity,0
Inertial frame of reference,Length,0
Intensity (physics),Metre,0
Physics,Work (physics),0
Inelastic collision,Le Sage's theory of gravitation,0
Position (vector),Electrostatics,0
Field line,Field (physics),0
Intensity (physics),Kinetic energy,0
Lever,Torque,0
Euclidean vector,Length,0
Dispersion (optics),Distance,0
Mass,Inertial frame of reference,0
Compass,Direction (geometry),0
Euclidean vector,Acceleration,0
Magnet,Electric current,0
Tension (physics),Velocity,0
Distance,Mechanical energy,0
Magnet,Emission spectrum,0
Tension (physics),Length,0
Magnetism,Velocity,0
Elasticity (physics),Field (physics),0
Force,Deformation (engineering),0
Work (physics),Mass,0
Ray (optics),Geometrical optics,0
Wave,Diffraction,0
Magnetism,Metre,0
Motion (physics),Snell's law,0
Gravitational acceleration,Free fall,0
Wavelength,Electromagnetic spectrum,0
Physics,Energy level,0
Dielectric,Magnet,0
Gravity,Le Sage's theory of gravitation,0
Motion (physics),Planet,0
Electromagnetic radiation,Power (physics),0
Electron,Electric field,0
Wave,Mirror image,0
Magnet,Electromotive force,0
Force,Distance,0
Ohm,Ohm's law,0
Speed,Metre,0
Coulomb's law,Electrostatics,0
Distance,Refractive index,0
Physics,Inertial frame of reference,0
Magnet,Torque,0
Physics,Free fall,0
Amplitude,Field (physics),0
Friction,Gravitational acceleration,0
Interference (wave propagation),Metre,0
Amplitude,Displacement (vector),0
Refractive index,Ray (optics),0
Distance,Speed,0
Mirror image,Geometrical optics,0
Force,Contact force,0
Wave,Amplitude,0
Position (vector),Velocity,0
Mass,Inelastic collision,0
Deformation (engineering),Hooke's law,0
Speed,Acceleration,0
Electric field,Electromagnetic spectrum,0
Virtual image,Mirror image,0
Tension (physics),Transverse wave,0
Field (physics),Coulomb,0
Electric potential,Coulomb,0
Elastic collision,Mechanical energy,0
Force,Hooke's law,0
Friction,Le Sage's theory of gravitation,0
Elasticity (physics),Distance,0
Dispersion (optics),Geometrical optics,0
Standing wave,Hertz,0
Magnet,Potential energy,0
Light,Laser,0
Energy,Electric potential,0
Velocity,Wavelength,0
Gravity,Newton's law of universal gravitation,0
Temperature,Mass,0
Mass,Length,0
Potential energy,Electrostatics,0
Newton's laws of motion,Gravitational field,0
Plasticity (physics),Strength of materials,0
Electromotive force,Work (physics),0
Physics,Total internal reflection,0
Distance,Motion graphs and derivatives,0
Intensity (physics),Amplitude,0
Specular reflection,Total internal reflection,0
Light,Refraction,0
Physics,Interference (wave propagation),0
Electromotive force,Magnetism,0
Electric field,Insulator (electricity),0
Electromagnetic radiation,Wavelength,0
Potential energy,Coulomb,0
Amplitude,Electromagnetic radiation,0
Physics,Absorption spectroscopy,0
Force,Newton's law of universal gravitation,0
Plasticity (physics),Fracture,0
Plane mirror,Real image,0
Motion (physics),Shock wave,0
Electric field,Gravitational field,0
Force,Gravitational constant,0
Photoelectric effect,Wavelength,0
Physics,Mechanical energy,0
Elasticity (physics),Displacement (vector),0
Amplitude,Sound intensity,0
Electron,Doppler effect,0
Electric field,Field line,0
Electric field,Metre,0
Gravity of Earth,Gravitational acceleration,0
Standing wave,Laser,0
Telescope,Dispersion (optics),0
Friction,Electrical resistance and conductance,0
Energy,Coulomb,0
Physics,Power (physics),0
Diffraction,Plane mirror,0
Motion (physics),Kinetic energy,0
Physics,Intensity (physics),0
Electromagnetic radiation,Scattering,0
Hooke's law,Displacement (vector),0
Real image,Optical microscope,0
Electric current,Electrical conductor,0
Stiffness,Length,0
Mass,Frequency,0
Position (vector),Length,0
Le Sage's theory of gravitation,Coulomb,0
Magnet,Magnetic field,0
Force,Collision,0
Energy,Inelastic collision,0
Relative velocity,Doppler effect,0
Curved mirror,Plane mirror,0
Physics,Refracting telescope,0
Acceleration,Mass,0
Capacitance,Dielectric,0
Mechanical energy,Energy level,0
Voltage,Capacitance,0
Magnetic field,Length,0
Voltage,Series and parallel circuits,0
Physics,Velocity,0
Magnetic field,Work (physics),0
