Concept,Prerequisite,label_prereq
Angle,Polyhedron,0
Line (geometry),Line segment,0
Parallelogram,Rhombus,0
Trapezoid,Parallelogram,0
Secant line,Tangent,0
Right angle,Perpendicular,0
Arc (geometry),Perpendicular,0
Rhombus,Rectangle,0
Angle,Convex polygon,0
Rectangle,Symmetry,0
Pentagon,Convex polygon,0
Similarity (geometry),Translation (geometry),0
Coordinate system,Arc length,0
Altitude (triangle),Congruence (geometry),0
Special right triangles,Rectangle,0
Grade (slope),Sine,0
Congruence (geometry),Coordinate system,0
Parallel (geometry),Rhombus,0
Coordinate system,Cartesian coordinate system,0
Rhombus,Diagonal,0
Polygon,Parallelogram,0
Pythagorean theorem,Cone,0
Parallelogram,Congruence (geometry),0
Point (geometry),Pyramid (geometry),0
Rotational symmetry,Quadrilateral,0
Plane (geometry),Two-dimensional space,0
Perpendicular,Congruence (geometry),0
Radius,Coordinate system,0
Symmetry,Perpendicular,0
Geometry,Octagon,0
Angle,Sphere,0
Similarity (geometry),Angle,0
Polyhedron,Tessellation,0
Pyramid (geometry),Cone,0
Point (geometry),Space (mathematics),0
Pythagorean theorem,Sphere,0
Rotational symmetry,Midpoint,0
Circle,Cartesian coordinate system,0
Square,Hexagon,0
Line (geometry),Inverse trigonometric functions,0
Angle,Triangle inequality,0
Line segment,Translation (geometry),0
Vertex (geometry),Right triangle,0
Geometry,Trigonometric functions,0
Triangle inequality,Internal and external angle,0
Angle,Cone,0
Reflection (mathematics),Cartesian coordinate system,0
Point (geometry),Line segment,0
Line segment,Trigonometric functions,0
Triangle,Isosceles triangle,0
Tangent,Cross section (geometry),0
Square,Circumference,0
Face (geometry),Polygon,0
Polygon,Symmetry,0
Rhombus,Internal and external angle,0
Perpendicular,Skew lines,0
Rectangle,Trapezoid,0
Square,Kite (geometry),0
Polygon,Altitude (triangle),0
Angle,Congruence (geometry),0
Circle,Coordinate system,0
Translation (geometry),Scaling (geometry),0
Vertex (geometry),Quadrilateral,0
Line (geometry),Cartesian coordinate system,0
Right angle,Cartesian coordinate system,0
Quadrilateral,Distance,0
Parallelogram,Right triangle,0
Rhombus,Convex polygon,0
Isosceles triangle,Acute and obtuse triangles,0
Polygon,Star polygon,0
Symmetry,Star polygon,0
Line segment,Skew lines,0
Diagonal,Isosceles triangle,0
Congruence (geometry),Space (mathematics),0
Perpendicular,Line segment,0
Line (geometry),Triangle inequality,0
Parallelogram,Tangent,0
Polygon,Cross section (geometry),0
Line (geometry),Rotational symmetry,0
Polygon,Pythagorean triple,0
Edge (geometry),Polygon,0
Diagonal,Square,0
Face (geometry),Tessellation,0
Prism (geometry),Square,0
Geometry,Plane (geometry),0
Rectangle,Perpendicular,0
Slope,Tangent,0
Pentagon,Prism (geometry),0
Edge (geometry),Congruence (geometry),0
Circle,Tangent,0
Triangle,Coordinate system,0
Pythagorean theorem,Congruence (geometry),0
Point (geometry),Trapezoid,0
Geometry,Angle,0
Diameter,Parallelogram,0
Pythagorean theorem,Distance,0
Parallelogram,Internal and external angle,0
Slope,Secant line,0
Circle,Angle bisector theorem,0
Angle,Bisection,0
Angle,Cartesian coordinate system,0
Midpoint,Chord (geometry),0
Polygon,Prism (geometry),0
Radius,Angle,0
Triangle,Right triangle,0
Right angle,Square,0
Similarity (geometry),Altitude (triangle),0
Right triangle,Acute and obtuse triangles,0
Line (geometry),Congruence (geometry),0
Geometry,Cone,0
Altitude (triangle),Isosceles triangle,0
Triangle,Inverse trigonometric functions,0
Pythagorean theorem,Sine,0
Edge (geometry),Triangle inequality,0
Point (geometry),Reflection (mathematics),0
Circumference,Radius,0
Rotational symmetry,Tessellation,0
Rectangle,Rotational symmetry,0
Line (geometry),Isosceles triangle,0
Triangle inequality,Sphere,0
Diagonal,Convex polygon,0
Space (mathematics),Cartesian coordinate system,0
Line (geometry),Rigid transformation,0
Point (geometry),Collinearity,0
Equilateral triangle,Bisection,0
Edge (geometry),Triangle,0
Parallel (geometry),Transversal (geometry),0
Vertex (geometry),Congruence (geometry),0
Angle,Decagon,0
Circumference,Arc length,0
Line (geometry),Heptagon,0
Vertex (geometry),Skew lines,0
Two-dimensional space,Octagon,0
Right angle,Special right triangles,0
Geometry,Diagonal,0
Rhombus,Circumference,0
Parallelogram,Slope,0
Symmetry,Similarity (geometry),0
Angle,Triangle,0
Parallelogram,Kite (geometry),0
Vertex (geometry),Triangle,0
Arc (geometry),Tangent,0
Slope,Distance,0
Geometry,Polygon,0
Point (geometry),Parallel (geometry),0
Distance,Altitude (triangle),0
Polyhedron,Trapezoid,0
Circumference,Sphere,0
Similarity (geometry),Sine,0
Circumference,Rhombus,0
Line segment,Angle bisector theorem,0
Angle,Skew lines,0
Bisection,Acute and obtuse triangles,0
Prism (geometry),Perpendicular,0
Congruence (geometry),Similarity (geometry),0
Line (geometry),Pentagon,0
Congruence (geometry),Translation (geometry),0
Perpendicular,Altitude (triangle),0
Angle,Tessellation,0
Circle,Circumference,0
Parallel (geometry),Plane (geometry),0
Bisection,Rhombus,0
Convex polygon,Rhombus,0
Angle,Heptagon,0
Line (geometry),Exterior angle theorem,0
Tangent,Cone,0
Rotation (mathematics),Reflection symmetry,0
Pentagon,Circle,0
Tangent,Acute and obtuse triangles,0
Line (geometry),Reflection (mathematics),0
Geometry,Cartesian coordinate system,0
Similarity (geometry),Equilateral triangle,0
Triangle,Distance,0
Star polygon,Octagon,0
Concentric,Circle,0
Rhombus,Midpoint,0
Polygon,Internal and external angle,0
Triangle,Sine,0
Angle,Exterior angle theorem,0
Internal and external angle,Star polygon,0
Perpendicular,Cross section (geometry),0
Pythagorean theorem,Acute and obtuse triangles,0
Altitude (triangle),Circle,0
Symmetry,Scaling (geometry),0
Plane (geometry),Sphere,0
Line segment,Isosceles triangle,0
Geometry,Line segment,0
Star polygon,Decagon,0
Arc length,Radius,0
Exterior angle theorem,Circle,0
Angle,Altitude (triangle),0
Point (geometry),Altitude (triangle),0
Point (geometry),Plane (geometry),0
Star polygon,Tessellation,0
Angle,Hexagon,0
Geometry,Parallel (geometry),0
Tessellation,Sphere,0
Edge (geometry),Tessellation,0
Isosceles triangle,Rhombus,0
Perpendicular,Kite (geometry),0
Symmetry,Reflection symmetry,0
Line (geometry),Triangle,0
Reflection symmetry,Distance,0
Rectangle,Similarity (geometry),0
Line segment,Special right triangles,0
Circle,Perpendicular,0
Triangle,Diameter,0
Symmetry,Self-similarity,0
Triangle,Congruence (geometry),0
Equilateral triangle,Pythagorean theorem,0
Midpoint,Bisection,0
Triangle,Angle bisector theorem,0
Point (geometry),Skew lines,0
Pyramid (geometry),Isosceles triangle,0
Altitude (triangle),Acute and obtuse triangles,0
Pentagon,Quadrilateral,0
Congruence (geometry),Face (geometry),0
Triangle,Tangent,0
Line segment,Decagon,0
Coordinate system,Sine,0
Arc (geometry),Arc length,0
Perpendicular,Pyramid (geometry),0
Line segment,Tangent,0
Pyramid (geometry),Rhombus,0
Line (geometry),Polygon,0
Line (geometry),Pythagorean theorem,0
Plane (geometry),Line (geometry),0
Line (geometry),Dodecagon,0
Point (geometry),Edge (geometry),0
Equilateral triangle,Tessellation,0
Square,Bisection,0
Equilateral triangle,Pyramid (geometry),0
Line (geometry),Altitude (triangle),0
Polygon,Pythagorean theorem,0
Line segment,Diameter,0
Altitude (triangle),Trigonometric functions,0
Parallelogram,Diagonal,0
Angle,Right triangle,0
Pentagon,Hexagon,0
Face (geometry),Line segment,0
Parallel (geometry),Congruence (geometry),0
Polygon,Diagonal,0
Inverse trigonometric functions,Right triangle,0
Midpoint,Triangle,0
Geometry,Pyramid (geometry),0
Geometry,Rotation (mathematics),0
Face (geometry),Prism (geometry),0
Geometry,Face (geometry),0
Line (geometry),Nonagon,0
Convex polygon,Diameter,0
Pentagon,Special right triangles,0
Pentagon,Two-dimensional space,0
Similarity (geometry),Trapezoid,0
Reflection (mathematics),Two-dimensional space,0
Right angle,Pythagorean theorem,0
Line (geometry),Edge (geometry),0
Circle,Rotational symmetry,0
Quadrilateral,Circle,0
Line segment,Nonagon,0
Line (geometry),Sine,0
Geometry,Grade (slope),0
Point (geometry),Slope,0
Internal and external angle,Transversal (geometry),0
Angle bisector theorem,Altitude (triangle),0
Circle,Pythagorean theorem,0
Line segment,Hendecagon,0
Geometry,Diameter,0
Polygon,Equilateral triangle,0
Point (geometry),Triangle inequality,0
Triangle inequality,Cone,0
Geometry,Angle bisector theorem,0
Edge (geometry),Polyhedron,0
Similarity (geometry),Scale factor,0
Cone,Polygon,0
Coordinate system,Sphere,0
Geometry,Vertex (geometry),0
Angle,Nonagon,0
Edge (geometry),Quadrilateral,0
Collinearity,Hexagon,0
Geometry,Acute and obtuse triangles,0
Geometry,Transversal (geometry),0
Geometry,Arc length,0
Polygon,Sphere,0
Equilateral triangle,Right triangle,0
Line segment,Angle,0
Geometry,Coordinate system,0
Polygon,Rotational symmetry,0
Triangle,Rectangle,0
Bisection,Collinearity,0
Parallelogram,Distance,0
Arc (geometry),Angle,0
Symmetry,Altitude (triangle),0
Line (geometry),Grade (slope),0
Right triangle,Distance,0
Altitude (triangle),Right triangle,0
Bisection,Internal and external angle,0
Quadrilateral,Tangent,0
Rectangle,Midpoint,0
Isosceles triangle,Kite (geometry),0
Point (geometry),Triangle,0
Face (geometry),Polyhedron,0
Polygon,Heptagon,0
Bisection,Convex polygon,0
Star polygon,Hexagon,0
Congruence (geometry),Sine,0
Geometry,Cross section (geometry),0
Geometry,Right triangle,0
Midpoint,Polygon,0
Rectangle,Tessellation,0
Diameter,Midpoint,0
Triangle,Exterior angle theorem,0
Point (geometry),Internal and external angle,0
Perpendicular,Bisection,0
Trigonometric functions,Radius,0
Prism (geometry),Cylinder (geometry),0
Quadrilateral,Trapezoid,0
Reflection (mathematics),Perpendicular,0
Point (geometry),Perpendicular,0
Cylinder (geometry),Sphere,0
Point (geometry),Heptagon,0
Vertex (geometry),Dodecagon,0
Pentagon,Star polygon,0
Scaling (geometry),Similarity (geometry),0
Triangle,Midpoint,0
Quadrilateral,Bisection,0
Angle,Grade (slope),0
Point (geometry),Grade (slope),0
Line (geometry),Transversal (geometry),0
Point (geometry),Pythagorean theorem,0
Edge (geometry),Pyramid (geometry),0
Line segment,Star polygon,0
Angle,Rhombus,0
Cylinder (geometry),Cone,0
Geometry,Internal and external angle,0
Convex polygon,Tessellation,0
Midpoint,Vertex (geometry),0
Bisection,Circle,0
Geometry,Circumference,0
Angle,Diameter,0
Geometry,Collinearity,0
Acute and obtuse triangles,Equilateral triangle,0
Midpoint,Distance,0
Line (geometry),Perpendicular,0
Geometry,Reflection symmetry,0
Point (geometry),Right angle,0
Tessellation,Symmetry,0
Tangent,Grade (slope),0
Parallelogram,Triangle,0
Line (geometry),Hendecagon,0
Convex polygon,Isosceles triangle,0
Line segment,Chord (geometry),0
Equilateral triangle,Reflection symmetry,0
Equilateral triangle,Hexagon,0
Geometry,Nonagon,0
Parallel (geometry),Sphere,0
Line segment,Sine,0
Angle,Kite (geometry),0
Two-dimensional space,Cartesian coordinate system,0
Perpendicular,Acute and obtuse triangles,0
Rectangle,Convex polygon,0
Vertex (geometry),Octagon,0
Square,Distance,0
Polygon,Triangle inequality,0
Collinearity,Circle,0
Cylinder (geometry),Cross section (geometry),0
Geometry,Polyhedron,0
Diagonal,Rectangle,0
Circumference,Pythagorean theorem,0
Geometry,Chord (geometry),0
Octagon,Rotational symmetry,0
Scale factor,Distance,0
Internal and external angle,Convex polygon,0
Symmetry,Reflection (mathematics),0
Symmetry,Bisection,0
Line (geometry),Star polygon,0
Right triangle,Rectangle,0
Geometry,Heptagon,0
Midpoint,Acute and obtuse triangles,0
Arc (geometry),Bisection,0
Rectangle,Reflection symmetry,0
Chord (geometry),Arc length,0
Parallel (geometry),Rectangle,0
Dodecagon,Star polygon,0
Special right triangles,Midpoint,0
Midpoint,Convex polygon,0
Line segment,Parallelogram,0
Polygon,Angle bisector theorem,0
Midpoint,Perpendicular,0
Triangle,Special right triangles,0
Bisection,Kite (geometry),0
Line (geometry),Acute and obtuse triangles,0
Perpendicular,Right triangle,0
Diagonal,Rhombus,0
Line segment,Square,0
Point (geometry),Prism (geometry),0
Vertex (geometry),Sphere,0
Arc length,Polygon,0
Trapezoid,Triangle,0
Line segment,Diagonal,0
Line segment,Acute and obtuse triangles,0
Point (geometry),Trigonometric functions,0
Right triangle,Bisection,0
Reflection (mathematics),Reflection symmetry,0
Line segment,Triangle inequality,0
Polyhedron,Star polygon,0
Parallelogram,Square,0
Geometry,Distance,0
Line segment,Midpoint,0
Triangle,Rhombus,0
Line segment,Arc length,0
Triangle,Internal and external angle,0
Two-dimensional space,Equilateral triangle,0
Square,Convex polygon,0
Right triangle,Special right triangles,0
Trapezoid,Diagonal,0
Polygon,Tangent,0
Parallelogram,Midpoint,0
Symmetry,Circle,0
Coordinate system,Radius,0
Vertex (geometry),Rhombus,0
Arc length,Sphere,0
Inverse trigonometric functions,Circle,0
Vertex (geometry),Convex polygon,0
Polygon,Sine,0
Line segment,Circle,0
Geometry,Skew lines,0
Polyhedron,Sphere,0
Angle,Parallelogram,0
Rotational symmetry,Distance,0
Edge (geometry),Equilateral triangle,0
Slope,Trigonometric functions,0
Trigonometric functions,Secant line,0
Vertex (geometry),Polyhedron,0
Geometry,Isosceles triangle,0
Square,Rhombus,0
Edge (geometry),Pentagon,0
Triangle,Parallelogram,0
Angle,Rotational symmetry,0
Square,Rotational symmetry,0
Diameter,Pythagorean theorem,0
Line (geometry),Bisection,0
Polygon,Acute and obtuse triangles,0
Edge (geometry),Nonagon,0
